song_id,language,singer,valence,arousal,genre,main_genre
english_Take_Me_Out,English,Franz Ferdinand,0.85,0.8,Indie Rock,Rock
"english_Signed,_Sealed,_Delivered_I'm_Yours",English,Stevie Wonder,0.95,0.75,Motown Soul,R&B
english_Salt_Peanuts,English,Dizzy Gillespie,0.8,0.75,Jazz,Jazz
hindi_Tadap_Tadap,Hindi,"KK, Dominique Cerejo",0.2,0.55,Indian Film Sad Ballad,Classical
english_Pancho_and_Lefty,English,Willie Nelson & Merle Haggard,0.4,0.35,Country Folk,Country
english_Mockingbird,English,Eminem,0.3,0.4,Hip-Hop,Hip-Hop
english_Black_Beatles,English,Rae Sremmurd,0.75,0.7,Trap Hip-Hop,Hip-Hop
english_Landslide,English,Fleetwood Mac,0.6,0.5,Folk Rock,Rock
english_Riders_on_the_Storm,English,The Doors,0.5,0.6,Psychedelic Rock,Rock
english_Break_Every_Chain,English,Tasha Cobbs Leonard,0.55,0.5,Gospel Pop,R&B
english_Breezin',English,George Benson,0.75,0.55,Smooth Jazz,Jazz
"english_Save_a_Horse,_Ride_a_Cowboy",English,Big & Rich,0.8,0.88,Country Rock,Country
hindi_Pee_Loon,Hindi,Mohit Chauhan,0.9,0.5,Indian Film Romantic Ballad,Pop
english_Goodbye_Pork_Pie_Hat,English,Charles Mingus,0.35,0.3,Jazz Ballad,Jazz
english_Neither_One_of_Us_(Wants_to_Be_the_First_to_Say_Goodbye),English,Gladys Knight & The Pips,0.4,0.35,R&B Soul,R&B
"english_Right_Here,_Right_Now",English,Fatboy Slim,0.68,0.84,Big Beat,Electronic
english_Deep,English,Marshmello,0.65,0.9,EDM Trap,Electronic
english_Adore_You,English,Harry Styles,0.8,0.7,Pop Rock,Rock
hindi_Piya_Haji_Ali,Hindi,A.R. Rahman,0.4,0.35,Indian Film Sufi Ballad,Classical
english_How_Great_Thou_Art,English,Carrie Underwood,0.52,0.38,Christian Devotional,Classical
english_Untitled_(How_Does_It_Feel),English,D'Angelo,0.55,0.45,Neo-Soul,R&B
english_Karma_Police,English,Radiohead,0.35,0.5,Alternative Rock,Rock
english_I_Smile,English,Kirk Franklin,0.8,0.65,Gospel Pop,R&B
english_Alright,English,Kendrick Lamar,0.6,0.75,Hip-Hop,Hip-Hop
english_Hello_Darlin',English,Conway Twitty,0.3,0.3,Country Ballad,Country
english_Spring_Can_Really_Hang_You_Up_the_Most,English,Ella Fitzgerald,0.35,0.25,Jazz Ballad,Jazz
english_Gravity,English,Sara Bareilles,0.35,0.4,Pop Soul,R&B
hindi_Ambarsariya,Hindi,Sona Mohapatra,0.7,0.6,Punjabi Folk Pop,Country
english_Believer,English,Imagine Dragons,0.6,0.95,Alternative Rock,Rock
hindi_Matargashti,Hindi,Mohit Chauhan,0.88,0.85,Indian Film Travel Pop,Pop
punjabi_Sohnea,Punjabi,Millind Gaba,0.7,0.65,Punjabi Folk Pop,Country
english_Ordinary_People,English,John Legend,0.45,0.35,Pop Soul,R&B
english_No_Tears_Left_To_Cry,English,Ariana Grande,0.8,0.7,Dance Pop,Pop
english_Strange_Fruit,English,Billie Holiday,0.15,0.2,Jazz Vocal,Jazz
english_Can't_Hold_Us,English,Macklemore & Ryan Lewis,0.85,0.9,Pop Rap,Hip-Hop
english_Songbird,English,Kenny G,0.68,0.48,Smooth Jazz,Jazz
english_Stayin'_Alive,English,Bee Gees,0.85,0.75,Disco,R&B
english_Problem,English,Ariana Grande ft. Iggy Azalea,0.7,0.9,Dance Pop,Pop
english_She_Thinks_My_Tractor's_Sexy,English,Kenny Chesney,0.85,0.7,Country Pop,Country
english_One_O'Clock_Jump,English,Count Basie,0.78,0.72,Swing Jazz,Jazz
english_Your_Song,English,Elton John,0.88,0.35,Soft Rock,Rock
hindi_Aankh_Marey,Hindi,"Mika Singh, Neha Kakkar",0.88,0.85,Bollywood Dance Pop,Pop
english_In_a_Sentimental_Mood,English,Duke Ellington & John Coltrane,0.55,0.35,Jazz Standard,Jazz
english_Send_Me_On_My_Way,English,Rusted Root,0.78,0.7,Worldbeat,Electronic
hindi_Shayad,Hindi,Arijit Singh,0.85,0.5,Indian Film Romantic Ballad,Pop
english_Pumped_Up_Kicks,English,Foster the People,0.55,0.7,Indie Pop,Pop
english_Thunderstruck,English,AC/DC,0.8,0.95,Hard Rock,Rock
urdu_Aaj_Jaane_Ki_Zid_Na_Karo,Urdu,Farida Khanum,0.35,0.25,Indian Classical Ghazal,Classical
english_Sun_Is_Shining,English,Axwell / Ingrosso,0.8,0.85,Reggae Fusion,R&B
english_Breathe,English,TÃ©lÃ©popmusik,0.45,0.35,Indie Pop,Pop
english_I_Don't_Dance,English,Lee Brice,0.57,0.45,Country Pop Ballad,Country
english_Respiration,English,Black Star,0.7,0.6,Jazz Rap,Jazz
english_Sea_of_Love,English,Cat Power,0.35,0.4,Dream Pop,Pop
english_Kings_&_Queens,English,Ava Max,0.85,0.8,Dance Pop,Pop
english_On_the_Road_Again,English,Willie Nelson,0.85,0.65,Country,Country
english_If_I_Die_Young,English,The Band Perry,0.25,0.3,Country Folk,Country
english_Walk_on_the_Wild_Side,English,Lou Reed,0.7,0.6,Art Rock,Rock
hindi_Cutiepie,Hindi,Nakash Aziz,0.9,0.88,Bollywood Dance Pop,Pop
english_Five_Hours,English,Deorro,0.7,0.95,Electronic Dance,Electronic
english_Blue_Train,English,John Coltrane,0.68,0.6,Hard Bop,Jazz
english_Daydreamin',English,Lupe Fiasco,0.6,0.65,Hip-Hop,Hip-Hop
english_Bring_Da_Ruckus,English,Wu-Tang Clan,0.45,0.9,Hip-Hop,Hip-Hop
english_Unholy,English,"Sam Smith, Kim Petras",0.6,0.85,Dark Pop,Pop
english_Get_Down_On_It,English,Kool & The Gang,0.9,0.8,Disco Funk,R&B
english_I_Remember,English,Deadmau5 & Kaskade,0.55,0.75,Progressive House,Electronic
urdu_Chaap_Tilak,Urdu,Abida Parveen,0.42,0.32,Sufi Devotional,Classical
english_Lost_Stars,English,Adam Levine,0.35,0.4,Folk Pop,Pop
english_Bennie_and_the_Jets,English,Elton John,0.65,0.55,Pop Rock,Rock
english_Love_the_Way_You_Lie,English,Eminem ft. Rihanna,0.45,0.7,Pop Rap,Hip-Hop
english_Cantaloop_(Flip_Fantasia),English,Us3,0.85,0.75,Jazz Rap,Jazz
english_Butter,English,BTS,0.9,0.85,Dance Pop,Pop
hindi_Tera_Hone_Laga_Hoon,Hindi,Atif Aslam,0.9,0.6,Indian Film Romantic Ballad,Pop
hindi_Judaai,Hindi,Arijit Singh,0.2,0.33,Indian Film Sad Ballad,Classical
hindi_Tere_Bina_Zindagi_Se,Hindi,"Lata Mangeshkar, Kishore Kumar",0.3,0.2,Indian Film Romantic Ballad,Pop
english_Johnny_B._Goode,English,Chuck Berry,0.9,0.9,Rock and Roll,Rock
english_Slow_Dancing_in_a_Burning_Room,English,John Mayer,0.4,0.45,Blues Rock,Rock
english_Before_He_Cheats,English,Carrie Underwood,0.7,0.65,Country Pop,Country
"english_Harder,_Better,_Faster,_Stronger",English,Daft Punk,0.85,0.9,Electro House,Electronic
english_Oceans_(Where_Feet_May_Fail),English,Hillsong United,0.6,0.4,Gospel Pop,R&B
english_Dream_On,English,Aerosmith,0.5,0.7,Hard Rock Ballad,Rock
english_Human_(Acoustic),English,Rag'n'Bone Man,0.42,0.38,Alternative Rock Acoustic,Rock
english_Bleeding_Love,English,Leona Lewis,0.45,0.5,Pop Soul Ballad,R&B
english_Under_the_Bridge,English,Red Hot Chili Peppers,0.6,0.5,Alternative Rock,Rock
english_Messy,English,Lola Young,0.6,0.7,Indie Pop,Pop
english_Clint_Eastwood,English,Gorillaz,0.65,0.7,Alternative Hip-Hop,Hip-Hop
english_The_Less_I_Know_the_Better,English,Tame Impala,0.65,0.55,Psychedelic Pop,Rock
english_Embraceable_You,English,Ella Fitzgerald,0.36,0.3,Jazz Vocal,Jazz
english_God_Bless_the_Child,English,Billie Holiday,0.45,0.35,Jazz Vocal,Jazz
english_How_We_Do,English,The Game,0.7,0.8,West Coast Hip-Hop,Hip-Hop
hindi_Jashn-e-Bahara,Hindi,Javed Ali,0.55,0.4,Indian Film Classical Ballad,Classical
english_Pompeii,English,Bastille,0.75,0.8,Indie Rock,Rock
hindi_Vaishnava_Jan_To,Hindi,Lata Mangeshkar,0.4,0.25,Hindu Devotional,Classical
english_You_Right,English,"Doja Cat, The Weeknd",0.6,0.7,R&B Pop,R&B
english_Light_My_Fire,English,The Doors,0.85,0.9,Psychedelic Rock,Rock
english_Sunflower,English,"Post Malone, Swae Lee",0.7,0.6,Pop Rap,Hip-Hop
english_Check_Yo_Self,English,Ice Cube,0.55,0.78,West Coast Hip-Hop,Hip-Hop
english_God_Bless_the_USA,English,Lee Greenwood,0.8,0.55,Patriotic Country,Country
english_Vienna,English,Billy Joel,0.5,0.45,Soft Rock,Rock
hindi_Baarishein,Hindi,Anuv Jain,0.4,0.3,Indian Indie Romantic,Pop
english_Stitches_(SeeB_Remix),English,Shawn Mendes,0.62,0.74,Electropop,Electronic
hindi_Balam_Pichkari,Hindi,"Vishal Dadlani, Shalmali Kholgade",0.92,0.9,Bollywood Dance Pop,Pop
hindi_Tere_Bina,Hindi,"A.R. Rahman, Chinmayi",0.5,0.6,Sufi Romantic,Pop
english_UCLA,English,RL Grime ft. 24HRS,0.68,0.9,EDM Trap,Electronic
english_Toxic,English,Britney Spears,0.75,0.8,Electropop,Electronic
hindi_Saaiyaan,Hindi,Kailash Kher,0.28,0.32,Indian Indie Folk,Country
english_Pretty_Little_Fears,English,6LACK ft. J. Cole,0.55,0.45,Hip-Hop R&B,R&B
english_Best_I_Ever_Had,English,Drake,0.7,0.6,Hip-Hop,Hip-Hop
hindi_Piya_Aaye_Na,Hindi,"Tulsi Kumar, KK",0.44,0.38,Indian Film Sufi Ballad,Classical
english_The_Worst,English,Jhene Aiko,0.4,0.35,Alternative R&B,R&B
english_Suspicious_Minds,English,Elvis Presley,0.8,0.8,Pop Rock,Rock
hindi_Qaafirana,Hindi,Arijit Singh & Nikhita Gandhi,0.6,0.5,Indian Film Romantic Ballad,Pop
hindi_Riha,Hindi,Anuv Jain,0.55,0.4,Indian Indie Pop,Pop
english_Wagon_Wheel,English,Darius Rucker,0.85,0.6,Country Folk,Country
english_Be_My_Baby,English,The Ronettes,0.85,0.7,Pop Rock,Rock
english_Thriller,English,Michael Jackson,0.8,0.95,Pop Funk,R&B
english_Winter_Song,English,The Head and the Heart,0.4,0.35,Indie Folk,Country
"english_A-Tisket,_A-Tasket",English,Ella Fitzgerald,0.85,0.8,Swing Jazz,Jazz
english_Fancy_Like,English,Walker Hayes,0.8,0.7,Country Pop,Country
english_Calling_(Lose_My_Mind),English,Sebastian Ingrosso & Alesso,0.74,0.9,Electronic Dance,Electronic
english_Love,English,Keyshia Cole,0.6,0.4,Hip-Hop Soul,R&B
english_Ramblin'_Man,English,The Allman Brothers Band,0.7,0.65,Southern Rock,Country
english_I_Bet_You_Look_Good_on_the_Dancefloor,English,Arctic Monkeys,0.85,0.8,Indie Rock,Rock
hindi_Dil_Diyan_Gallan,Hindi,Atif Aslam,0.8,0.4,Indian Film Romantic Ballad,Pop
english_Ambitionz_Az_a_Ridah,English,2Pac,0.55,0.9,West Coast Hip-Hop,Hip-Hop
english_Africa,English,Toto,0.85,0.75,Soft Rock,Rock
hindi_Nazm_Nazm,Hindi,Arko,0.65,0.45,Indian Film Romantic Ballad,Pop
english_Fourth_of_July,English,Sufjan Stevens,0.15,0.25,Ambient Pop,Pop
english_Iris,English,Goo Goo Dolls,0.6,0.5,Alternative Rock Ballad,Rock
english_Sweet_Caroline,English,Neil Diamond,0.85,0.65,Pop Rock,Rock
english_Papercut,English,Linkin Park,0.45,0.85,Rap Metal,Hip-Hop
english_Centipede,English,Knife Party,0.55,0.96,Dubstep,Electronic
hindi_Oo_Antava_Oo_Oo_Antava,Hindi,Indravathi Chauhan,0.85,0.9,Bollywood Dance Pop,Pop
english_Forget_Me,English,Lewis Capaldi,0.25,0.35,Pop Rock,Rock
english_93_'Til_Infinity,English,Souls of Mischief,0.65,0.55,Hip-Hop,Hip-Hop
english_Location,English,Khalid,0.55,0.4,R&B,R&B
english_Feel_It_Still,English,Portugal. The Man,0.9,0.85,Alternative Pop,Rock
english_Raise_Hell,English,Brantley Gilbert,0.6,0.85,Hip-Hop,Hip-Hop
hindi_Tu_Hi_Mera,Hindi,Shafqat Amanat Ali,0.47,0.41,Indian Film Sufi Ballad,Classical
english_Humble_and_Kind,English,Tim McGraw,0.75,0.4,Country Folk,Country
punjabi_Lahore,Punjabi,Guru Randhawa,0.72,0.68,Punjabi Folk Pop,Country
english_How_Deep_Is_Your_Love,English,Bee Gees,0.7,0.4,Blue-Eyed Soul,R&B
hindi_Hanuman_Chalisa,Hindi,Hariharan,0.4,0.35,Hindu Devotional,Classical
english_Feeling_Good,English,Nina Simone,0.8,0.5,Jazz Standard,Jazz
english_Play_That_Funky_Music,English,Wild Cherry,0.85,0.9,Funk Rock,R&B
english_Booyah,English,Showtek ft. We Are Loud & Sonny Wilson,0.77,0.95,Electro House,Electronic
english_Someday,English,The Strokes,0.65,0.75,Alternative Rock,Rock
hindi_Kal_Ho_Naa_Ho,Hindi,Sonu Nigam,0.3,0.4,Indian Film Romantic Ballad,Pop
english_Safe_and_Sound,English,Capital Cities,0.8,0.7,Folk Pop,Pop
english_Habits_(Stay_High),English,Tove Lo,0.55,0.65,Electropop,Electronic
english_Come_Through_and_Chill,English,Miguel ft. J. Cole,0.7,0.45,Hip-Hop R&B,R&B
english_The_Boxer,English,Simon & Garfunkel,0.4,0.35,Folk Rock,Rock
english_Stolen_Moments,English,Oliver Nelson,0.6,0.5,Modal Jazz,Jazz
english_I_Want_Your_Love,English,Chic,0.85,0.75,Disco Soul,R&B
english_Mood,English,24kGoldn ft. Iann Dior,0.8,0.8,Pop Rap,Hip-Hop
english_Flash_Light,English,Parliament,0.75,0.8,Funk,R&B
english_Soft_Girl_Era,English,Ari Lennox,0.7,0.6,Indie Pop,Pop
english_Industry_Baby,English,"Lil Nas X, Jack Harlow",0.8,0.9,Trap Hip-Hop,Hip-Hop
english_Give_Me_One_Reason,English,Tracy Chapman,0.7,0.5,Blues Rock,Rock
english_Star_Eyes,English,Charlie Parker,0.33,0.24,Jazz Ballad,Jazz
hindi_Kalank_Title_Track,Hindi,Arijit Singh,0.7,0.6,Indian Film Classical Ballad,Classical
english_Heartbeats_(Acoustic),English,JosÃ© GonzÃ¡lez,0.5,0.61,Indie Pop Acoustic,Pop
english_Cranes_in_the_Sky,English,Solange,0.45,0.4,Neo-Soul,R&B
hindi_Tum_Mile,Hindi,Neeraj Shridhar,0.7,0.4,Indian Film Romantic Ballad,Pop
english_Only_in_America,English,Brooks & Dunn,0.68,0.6,Country Patriotic,Country
hindi_Abhi_Mujh_Mein_Kahin,Hindi,Sonu Nigam,0.3,0.35,Indian Film Classical Ballad,Classical
english_Jealous,English,Labrinth,0.35,0.45,Pop Rock,Rock
english_Ain't_It_Funny,English,Danny Brown,0.45,0.85,Hip-Hop,Hip-Hop
english_Havana,English,Camila Cabello ft. Young Thug,0.85,0.8,Latin Pop,Pop
hindi_Paani_Da_Rang,Hindi,Ayushmann Khurrana,0.55,0.4,Indian Indie Folk,Country
english_The_Next_Episode,English,Dr. Dre ft. Snoop Dogg,0.85,0.95,West Coast Hip-Hop,Hip-Hop
english_Fortunate,English,Maxwell,0.65,0.4,Hip-Hop Soul,R&B
english_All_My_Life,English,Foo Fighters,0.9,0.95,Alternative Rock,Rock
english_Teardrop,English,Massive Attack,0.45,0.4,Trip Hop,Electronic
english_The_Creator_Has_a_Master_Plan,English,Pharoah Sanders,0.7,0.6,Modal Jazz,Jazz
english_NY_State_of_Mind,English,Nas,0.35,0.8,Hip-Hop,Hip-Hop
english_Human_Nature,English,Michael Jackson,0.52,0.56,Pop Funk,R&B
english_Breathe_Me_(Acoustic),English,Sia,0.27,0.36,Ambient Pop,Pop
english_Sweet_Emotion,English,Aerosmith,0.7,0.8,Hard Rock,Rock
english_Take_Me_to_the_King,English,Tamela Mann,0.45,0.35,Gospel Pop,R&B
english_The_What,English,The Notorious B.I.G. ft. Method Man,0.45,0.85,Hip-Hop,Hip-Hop
english_Naked_as_We_Came,English,Iron & Wine,0.35,0.4,Indie Folk,Country
english_One,English,Metallica,0.5,0.8,Alternative Rock,Rock
english_Gold,English,Chet Faker,0.64,0.7,Progressive House,Electronic
hindi_Choo_Lo,Hindi,The Local Train,0.5,0.45,Indian Indie Rock,Rock
english_Take_Me_to_the_River,English,Al Green,0.55,0.45,Country Soul,R&B
english_Praise_You,English,Fatboy Slim,0.8,0.82,Big Beat,Electronic
english_Galang,English,M.I.A.,0.7,0.88,Big Beat,Electronic
english_Let_Me_Down_Slowly,English,Alec Benjamin,0.3,0.45,Pop Ballad,Pop
english_Highway_to_Hell,English,AC/DC,0.65,0.95,Hard Rock,Rock
english_Thinking_Bout_You,English,Frank Ocean,0.55,0.4,Alternative R&B,R&B
english_Caravan,English,Duke Ellington,0.7,0.65,Swing Jazz,Jazz
english_Get_Lucky,English,Daft Punk ft. Pharrell Williams,0.95,0.85,Disco Funk,R&B
english_Someone_New,English,Hozier,0.55,0.6,Indie Pop,Pop
english_Some_Gave_All,English,Billy Ray Cyrus,0.5,0.45,Patriotic Country,Country
english_Unsteady,English,X Ambassadors,0.3,0.45,Alternative Pop,Rock
english_Bridge_Over_Troubled_Water,English,Simon & Garfunkel,0.4,0.35,Gospel Pop,R&B
"english_Courtesy_of_the_Red,_White_and_Blue",English,Toby Keith,0.7,0.85,Country Patriotic,Country
english_Get_Low,English,Dillon Francis & DJ Snake,0.75,0.94,Electro House,Electronic
english_Earned_It,English,The Weeknd,0.45,0.4,Alternative R&B,R&B
hindi_O_Ri_Chiraiya,Hindi,Ram Sampath,0.4,0.35,Indian Film Folk Ballad,Country
english_Hymn_for_the_Weekend,English,Coldplay,0.82,0.78,Pop Rock,Rock
english_She's_Gone,English,Hall & Oates,0.55,0.25,Blue-Eyed Soul,R&B
english_Enter_Sandman,English,Metallica,0.7,0.95,Heavy Metal,Rock
english_Slow_Burn,English,Kacey Musgraves,0.4,0.5,Electronic Pop,Electronic
hindi_Mohe_Chhedo_Na,Hindi,Lata Mangeshkar,0.34,0.3,Indian Classical,Classical
english_Rollin',English,Limp Bizkit,0.65,0.95,Rap Metal,Hip-Hop
hindi_Tere_Bina_Zindagi_Se_Koi,Hindi,Lata Mangeshkar & Kishore Kumar,0.35,0.3,Indian Film Romantic Ballad,Pop
hindi_Ae_Mere_Watan_Ke_Logon,Hindi,Lata Mangeshkar,0.4,0.35,Indian Patriotic Song,Country
english_Dust_in_the_Wind,English,Kansas,0.35,0.3,Folk Rock,Rock
english_1901,English,Phoenix,0.75,0.8,Indie Electronic,Electronic
english_Metamorphosis_One,English,Philip Glass,0.38,0.28,Ambient Classical,Classical
english_Broken_Halos,English,Chris Stapleton,0.35,0.25,Country Folk,Country
english_What’s_Going_On,English,Marvin Gaye,0.65,0.45,Retro Soul,R&B
english_Dirt_Road_Anthem_(Remix),English,Jason Aldean ft. Ludacris,0.65,0.6,Country Rap,Hip-Hop
english_Toxicity,English,System of a Down,0.45,0.9,Alternative Metal,Rock
english_Search_for_Peace,English,McCoy Tyner,0.4,0.35,Modal Jazz,Jazz
hindi_Jab_Saiyaan,Hindi,Shreya Ghoshal,0.8,0.6,Indian Film Classical Ballad,Classical
english_Stay,English,"The Kid LAROI, Justin Bieber",0.8,0.9,Pop Rap,Hip-Hop
english_Take_Me_to_Church,English,Hozier,0.7,0.6,Indie Soul,R&B
english_Goner,English,Twenty One Pilots,0.2,0.5,Alternative Pop,Rock
english_Innerbloom,English,RÃFÃS DU SOL,0.6,0.78,Progressive House,Electronic
english_Take_On_Me,English,a-ha,0.9,0.7,Synth Pop,Pop
english_Grown_Ocean,English,Fleet Foxes,0.47,0.43,Indie Folk,Country
hindi_Main_Rahoon_Ya_Na_Rahoon,Hindi,Armaan Malik,0.35,0.45,Indian Film Romantic Ballad,Pop
english_A_Night_in_Tunisia,English,Dizzy Gillespie,0.7,0.65,Afro-Cuban Jazz,Jazz
english_Falling_Slowly,English,Glen Hansard & MarkÃ©ta IrglovÃ¡,0.4,0.31,Folk Pop,Pop
english_Run_Away_With_Me,English,Carly Rae Jepsen,0.75,0.78,Electropop,Electronic
english_Stronger_(What_Doesn't_Kill_You),English,Kelly Clarkson,0.7,0.85,Dance Pop,Pop
english_Abracadabra,English,Lady Gaga,0.85,0.9,Electropop,Electronic
english_Like_a_Rolling_Stone,English,Bob Dylan,0.45,0.65,Folk Rock,Rock
english_Party_Like_a_Rockstar,English,Shop Boyz,0.75,0.8,Rap Rock,Hip-Hop
hindi_Kho_Gaye_Hum_Kahan,Hindi,Jasleen Royal,0.55,0.4,Indian Film Romantic Ballad,Pop
english_Heads_Will_Roll_(A-Trak_Remix),English,Yeah Yeah Yeahs,0.85,0.95,Electro House,Electronic
hindi_Ae_Dil_Hai_Mushkil,Hindi,Arijit Singh,0.4,0.5,Indian Film Sad Ballad,Classical
english_Need_You_Now,English,Lady A,0.3,0.4,Country Pop,Country
hindi_Bekhayali,Hindi,Sachet Tandon,0.3,0.7,Indian Film Acoustic Rock Ballad,Rock
english_The_Universe,English,Gregory Alan Isakov,0.41,0.36,Indie Rock,Rock
english_Holocene,English,Bon Iver,0.3,0.55,Indie Folk,Country
english_Truth_Hurts,English,Lizzo,0.75,0.85,Hip-Hop Soul,R&B
english_Have_I_Told_You_Lately,English,Van Morrison,0.9,0.3,Soft Rock,Rock
english_Wait,English,M83,0.4,0.35,Indie Folk,Country
english_Slow_Jamz,English,"Twista ft. Kanye West, Jamie Foxx",0.75,0.55,Hip-Hop R&B,R&B
english_Is_This_Love,English,Bob Marley & The Wailers,0.75,0.5,Reggae,R&B
english_Anti-Hero,English,Taylor Swift,0.55,0.45,Synth Pop,Pop
english_Last_Resort,English,Papa Roach,0.2,0.9,Rap Metal,Hip-Hop
english_True_Love_Waits,English,Radiohead,0.15,0.3,Alternative Rock,Rock
english_Bags,English,Clairo,0.45,0.5,Indie Pop,Pop
english_Ring_My_Bell,English,Anita Ward,0.85,0.75,Disco Soul,R&B
hindi_Laal_Ishq,Hindi,Arijit Singh,0.3,0.45,Indian Film Classical Ballad,Classical
english_Sweet_Home_Alabama,English,Lynyrd Skynyrd,0.8,0.75,Southern Rock,Country
english_Smells_Like_Teen_Spirit,English,Nirvana,0.4,0.95,Grunge Rock,Rock
english_All_of_Me,English,John Legend,0.85,0.5,Soul Pop Ballad,R&B
english_Ghost,English,Halsey,0.45,0.55,Pop Rock,Rock
english_Born_to_Run,English,Bruce Springsteen,0.8,0.85,Heartland Rock,Rock
hindi_Kun_Faya_Kun,Hindi,"A.R. Rahman, Javed Ali, Mohit Chauhan",0.6,0.3,Sufi Devotional,Classical
english_Calm_Down,English,"Rema, Selena Gomez",0.9,0.75,Afrobeats Pop,Pop
english_Misty,English,Ella Fitzgerald,0.5,0.4,Jazz Vocal,Jazz
hindi_Phir_Se_Ud_Chala,Hindi,Mohit Chauhan,0.8,0.75,Indian Film Travel Ballad,Pop
english_Divinity,English,Porter Robinson,0.68,0.83,Progressive House,Electronic
english_Unconditional_Love,English,Esperanza Spalding,0.6,0.5,Jazz Fusion,Jazz
hindi_Maan_Meri_Jaan,Hindi,King,0.7,0.6,Indie Romantic Pop,Pop
english_Between_the_Bars,English,Elliott Smith,0.25,0.3,Indie Folk,Country
english_Get_Up_(I_Feel_Like_Being_a)_Sex_Machine,English,James Brown,0.8,0.85,Funk,R&B
english_Higher_Ground,English,Red Hot Chili Peppers,0.8,0.85,Funk Rock,R&B
english_Helplessness_Blues,English,Fleet Foxes,0.45,0.4,Indie Folk,Country
english_Everybody_Hurts,English,R.E.M.,0.25,0.3,Alternative Rock Ballad,Rock
english_The_Recipe,English,Kendrick Lamar ft. Dr. Dre,0.72,0.85,West Coast Hip-Hop,Hip-Hop
english_Horse_with_No_Name,English,America,0.55,0.45,Folk Rock,Rock
english_Tequila,English,Dan + Shay,0.58,0.45,Country Pop,Country
english_We_Are_Family,English,Sister Sledge,0.92,0.8,Disco Soul,R&B
english_Ocean_Drive,English,Duke Dumont,0.78,0.74,Progressive House,Electronic
hindi_Sooraj_Dooba_Hain,Hindi,Arijit Singh,0.95,0.85,Bollywood Dance Pop,Pop
english_Locked_Out_of_Heaven,English,Bruno Mars,0.9,0.85,Funk Pop,R&B
english_Best_Of_My_Love,English,The Emotions,0.9,0.87,Disco Pop,Pop
english_Unforgettable,English,Nat King Cole,0.9,0.35,Traditional Pop,Pop
english_Everybody's_Talkin',English,Harry Nilsson,0.6,0.5,Folk Pop,Pop
english_My_Heart_Will_Go_On,English,Celine Dion,0.4,0.5,Pop Ballad,Pop
english_Nature_Boy,English,Nat King Cole,0.35,0.3,Jazz Vocal,Jazz
english_Walk,English,Pantera,0.45,0.9,Groove Metal,Rock
"english_Jesus,_Take_the_Wheel",English,Carrie Underwood,0.55,0.3,Country Pop,Country
english_Home,English,Edward Sharpe & The Magnetic Zeros,0.85,0.6,Indie Folk,Country
english_Respect,English,Aretha Franklin,0.85,0.65,Soul,R&B
hindi_Jiya_Dhadak_Dhadak_Jaye,Hindi,Rahat Fateh Ali Khan,0.48,0.42,Indian Film Sufi Ballad,Classical
english_Therefore_I_Am,English,Billie Eilish,0.7,0.6,Alternative Pop,Rock
english_Tennessee_Whiskey,English,Chris Stapleton,0.55,0.35,Country Soul,R&B
english_Latch,English,Disclosure ft. Sam Smith,0.7,0.6,Electronic Pop,Electronic
english_Waves,English,Dean Lewis,0.45,0.5,Indie Electronic,Electronic
english_Hallowed_Be_Thy_Name,English,Iron Maiden,0.45,0.8,Heavy Metal,Rock
english_Aerials,English,System Of A Down,0.45,0.7,Alternative Metal,Rock
english_Cornerstone,English,Arctic Monkeys,0.5,0.55,Indie Rock,Rock
english_Down_with_the_Sickness,English,Disturbed,0.35,0.96,Rap Metal,Hip-Hop
english_Go_Your_Own_Way,English,Fleetwood Mac,0.85,0.8,Pop Rock,Rock
english_Runaway,English,Kanye West,0.5,0.3,Pop Rock,Rock
english_Shut_Up_and_Dance,English,Walk the Moon,0.9,0.85,Dance Rock,Rock
english_Folsom_Prison_Blues,English,Johnny Cash,0.5,0.6,Country Rock,Country
english_We_Own_the_Night,English,Tiesto & Wolfpack,0.76,0.91,Electronic Dance,Electronic
english_He's_the_Greatest_Dancer,English,Sister Sledge,0.9,0.8,Disco Soul,R&B
english_Human,English,Rag'n'Bone Man,0.45,0.6,Alternative Rock,Rock
english_Rollin'_(Air_Raid_Vehicle),English,Limp Bizkit,0.7,0.9,Rap Rock,Hip-Hop
english_The_A_Team_(Acoustic),English,Ed Sheeran,0.29,0.51,Folk Pop,Pop
english_I_Want_to_Hold_Your_Hand,English,The Beatles,0.9,0.8,Beat Pop,Pop
english_Dirt_Road_Anthem,English,Jason Aldean,0.65,0.6,Hip-Hop,Hip-Hop
english_A_Sky_Full_of_Stars,English,Coldplay,0.9,0.85,Dance Pop,Pop
english_Firestone,English,Kygo ft. Conrad Sewell,0.75,0.65,Tropical House,Electronic
english_Die_a_Happy_Man,English,Thomas Rhett,0.62,0.5,Country Pop,Country
english_Electric_Feel_(Justice_Remix),English,MGMT,0.7,0.8,Electronic Dance,Electronic
english_Yesterday,English,The Beatles,0.85,0.65,Pop Ballad,Pop
english_Stressed_Out,English,Twenty One Pilots,0.4,0.6,Alternative Hip-Hop,Hip-Hop
english_Love_Story,English,Taylor Swift,0.88,0.65,Country Pop,Country
english_Whiskey_in_a_Bottle,English,Yelawolf,0.55,0.78,Country Rap,Hip-Hop
